,spot_id,timestamp,latitude,longitude,area,is_shaded,is_near_entrance,time_of_day,status,is_handicap_accessible,has_camera_surveillance,is_ev_friendly,price_per_hour,max_duration,id
5275,A5276,2025-02-28 04:15:50,30.064366212997783,31.651386278836025,Madinaty,1,0,afternoon,1,0,0,1,9.1,15,MAD-05275
5276,A5277,2025-03-19 06:42:50,30.06070910391512,31.6297840951838,Madinaty,0,1,night,0,0,0,0,8.97,19,MAD-05276
5277,A5278,2025-02-15 09:20:50,30.076397840120464,31.62919103349116,Madinaty,1,1,morning,0,1,0,0,10.04,22,MAD-05277
5278,A5279,2025-02-26 11:45:50,30.060145444581437,31.63997643864045,Madinaty,1,0,evening,1,0,1,0,17.65,2,MAD-05278
5279,A5280,2025-04-19 12:42:50,30.073398905676303,31.6406861628268,Madinaty,1,1,evening,1,0,1,0,5.41,19,MAD-05279
5280,A5281,2025-04-10 05:17:50,30.060204669012684,31.626426453146447,Madinaty,0,1,morning,1,1,0,1,8.45,20,MAD-05280
5281,A5282,2025-03-26 17:36:50,30.07158437803093,31.62611795443128,Madinaty,0,0,evening,1,0,0,1,18.57,20,MAD-05281
5282,A5283,2025-03-04 17:42:50,30.061466707813324,31.641729627391424,Madinaty,0,1,night,0,0,1,1,14.6,2,MAD-05282
5283,A5284,2025-04-02 13:21:50,30.07253594511356,31.646674318603143,Madinaty,1,1,morning,1,1,0,1,8.4,15,MAD-05283
5284,A5285,2025-02-23 06:06:50,30.06804580111199,31.647605375253097,Madinaty,0,0,evening,1,0,1,1,8.29,12,MAD-05284
5285,A5286,2025-03-20 12:58:50,30.060126011307247,31.643662193275908,Madinaty,0,0,afternoon,1,0,0,1,17.94,1,MAD-05285
5286,A5287,2025-04-05 17:27:50,30.066473437237214,31.641657246156363,Madinaty,0,1,morning,0,1,1,0,18.41,23,MAD-05286
5287,A5288,2025-03-26 12:36:50,30.071564060377685,31.632074835144188,Madinaty,1,1,evening,1,0,0,1,8.84,14,MAD-05287
5288,A5289,2025-03-01 12:08:50,30.07513601087526,31.62663250939343,Madinaty,0,0,evening,1,1,0,0,11.31,4,MAD-05288
5289,A5290,2025-02-24 09:46:50,30.074384103851877,31.63373822028387,Madinaty,0,1,afternoon,0,0,1,0,17.52,22,MAD-05289
5290,A5291,2025-03-04 20:11:50,30.073433486875462,31.6275945082786,Madinaty,0,1,night,1,0,1,0,16.57,11,MAD-05290
5291,A5292,2025-03-27 07:29:50,30.07206809607585,31.632040965126844,Madinaty,0,1,night,0,1,0,0,17.21,7,MAD-05291
5292,A5293,2025-04-04 16:40:50,30.07254250335794,31.6431622155427,Madinaty,0,0,night,1,1,0,1,12.78,13,MAD-05292
5293,A5294,2025-04-20 10:47:50,30.068734859062296,31.642304671971377,Madinaty,1,1,morning,0,0,1,1,18.67,14,MAD-05293
5294,A5295,2025-03-01 03:37:50,30.061944582595725,31.638532319699102,Madinaty,0,1,night,1,1,1,1,9.89,7,MAD-05294
5295,A5296,2025-03-17 17:13:50,30.06120070212092,31.645904247003504,Madinaty,1,1,night,0,1,0,0,7.35,22,MAD-05295
5296,A5297,2025-03-27 12:48:50,30.066888824518998,31.646022802005167,Madinaty,0,0,evening,1,0,0,1,15.63,11,MAD-05296
5297,A5298,2025-04-12 10:15:50,30.064766026436903,31.64745181225476,Madinaty,0,0,afternoon,1,0,1,1,13.09,20,MAD-05297
5298,A5299,2025-03-15 12:50:50,30.07117606623545,31.648669647505557,Madinaty,1,0,afternoon,1,0,1,1,17.82,20,MAD-05298
5299,A5300,2025-04-14 01:22:50,30.059630779569428,31.634377410528337,Madinaty,0,1,night,0,1,1,1,6.22,11,MAD-05299
5300,A5301,2025-02-21 11:42:50,30.06689674387156,31.630926216154243,Madinaty,0,1,afternoon,0,1,1,1,17.66,21,MAD-05300
5301,A5302,2025-03-30 02:31:50,30.06557011707546,31.641089286775586,Madinaty,0,1,morning,0,1,1,1,9.4,9,MAD-05301
5302,A5303,2025-03-08 21:48:50,30.06100711562759,31.65188390704435,Madinaty,1,1,afternoon,0,1,0,0,14.82,4,MAD-05302
5303,A5304,2025-02-26 07:51:50,30.06834690758073,31.652022081768425,Madinaty,0,0,morning,0,0,0,0,5.6,2,MAD-05303
5304,A5305,2025-04-16 15:03:50,30.07567789604889,31.64488950435768,Madinaty,1,1,night,1,1,1,1,14.14,2,MAD-05304
5305,A5306,2025-03-23 06:41:50,30.072737807398376,31.64646312017097,Madinaty,1,1,morning,0,0,0,0,15.76,9,MAD-05305
5306,A5307,2025-03-20 12:23:50,30.075464323190687,31.646316141181675,Madinaty,1,1,evening,1,1,0,0,10.53,19,MAD-05306
5307,A5308,2025-04-01 17:10:50,30.07567478814069,31.64860003456262,Madinaty,1,1,afternoon,0,0,1,1,8.23,15,MAD-05307
5308,A5309,2025-03-15 04:32:50,30.075359059213884,31.645479802206843,Madinaty,0,0,afternoon,0,0,0,0,13.06,21,MAD-05308
5309,A5310,2025-04-20 05:51:50,30.067463316788142,31.642765951153105,Madinaty,1,0,night,1,0,0,1,17.5,21,MAD-05309
5310,A5311,2025-02-17 20:06:50,30.064092249359543,31.64240728952624,Madinaty,1,0,evening,0,1,0,0,9.85,18,MAD-05310
5311,A5312,2025-02-22 18:41:50,30.071294490369095,31.648497196876047,Madinaty,1,1,afternoon,0,0,1,1,8.79,16,MAD-05311
5312,A5313,2025-03-25 22:30:50,30.068239986341933,31.633188090410748,Madinaty,0,1,evening,0,0,1,0,9.18,2,MAD-05312
5313,A5314,2025-03-15 11:37:50,30.0701316958551,31.65038754468026,Madinaty,1,0,evening,0,1,0,0,19.24,12,MAD-05313
5314,A5315,2025-03-20 14:22:50,30.06241836147653,31.636101800998787,Madinaty,1,0,night,1,0,0,0,10.39,1,MAD-05314
5315,A5316,2025-03-21 22:42:50,30.06167187003445,31.626200562966822,Madinaty,0,0,afternoon,0,1,0,0,5.05,2,MAD-05315
5316,A5317,2025-03-15 14:45:50,30.066091261269985,31.639410587100134,Madinaty,0,1,night,0,1,0,1,16.73,14,MAD-05316
5317,A5318,2025-03-03 19:50:50,30.066384233947037,31.631153847776915,Madinaty,1,1,evening,1,0,0,0,15.49,7,MAD-05317
5318,A5319,2025-04-11 20:51:50,30.05992007841307,31.652619305115103,Madinaty,0,1,morning,1,0,0,1,6.93,17,MAD-05318
5319,A5320,2025-02-20 11:37:50,30.06094408394119,31.64415068658261,Madinaty,0,1,night,1,1,1,1,19.77,15,MAD-05319
5320,A5321,2025-03-30 00:40:50,30.067176592144296,31.64058824171922,Madinaty,1,0,night,0,0,0,0,14.12,17,MAD-05320
5321,A5322,2025-03-05 21:27:50,30.060218320243028,31.63219853502383,Madinaty,1,1,night,1,1,0,0,12.51,9,MAD-05321
5322,A5323,2025-03-28 20:19:50,30.069735246207376,31.62801440009086,Madinaty,1,1,evening,0,1,1,1,10.73,13,MAD-05322
5323,A5324,2025-04-24 13:18:50,30.067520558168784,31.626658392655376,Madinaty,0,0,morning,0,1,0,0,18.48,2,MAD-05323
5324,A5325,2025-02-24 01:03:50,30.071382480746728,31.639584298202145,Madinaty,0,1,evening,1,0,0,1,8.66,15,MAD-05324
5325,A5326,2025-04-12 10:41:50,30.06606174469141,31.64859885113733,Madinaty,1,0,evening,1,1,0,0,9.29,20,MAD-05325
5326,A5327,2025-03-09 03:16:50,30.06766155598698,31.651813196516574,Madinaty,0,1,night,0,0,0,1,6.84,11,MAD-05326
5327,A5328,2025-02-24 19:17:50,30.064234263437427,31.6448162256845,Madinaty,0,1,evening,0,0,1,0,16.39,19,MAD-05327
5328,A5329,2025-04-20 06:09:50,30.070095581671115,31.65220954738541,Madinaty,0,1,night,0,0,0,0,13.93,14,MAD-05328
5329,A5330,2025-02-22 08:11:50,30.06857909628304,31.64816326824857,Madinaty,1,1,afternoon,1,0,1,1,14.14,4,MAD-05329
5330,A5331,2025-04-22 21:51:50,30.05890465558312,31.628664657568518,Madinaty,1,1,afternoon,1,1,0,1,8.28,11,MAD-05330
5331,A5332,2025-02-17 18:46:50,30.058986422101057,31.63077968763471,Madinaty,0,0,morning,1,0,0,1,14.77,16,MAD-05331
5332,A5333,2025-04-13 17:54:50,30.07256439423068,31.627208406128982,Madinaty,0,0,afternoon,1,1,1,0,16.48,23,MAD-05332
5333,A5334,2025-03-01 03:57:50,30.06054344168773,31.630729691463188,Madinaty,1,1,afternoon,1,1,0,0,10.37,2,MAD-05333
5334,A5335,2025-02-21 09:51:50,30.06012162738136,31.63289272261186,Madinaty,0,1,morning,0,0,1,0,17.02,2,MAD-05334
5335,A5336,2025-03-30 01:20:50,30.070295369172516,31.632143560202145,Madinaty,0,0,morning,1,1,1,0,10.23,9,MAD-05335
5336,A5337,2025-03-04 11:53:50,30.06880582433857,31.63291728336323,Madinaty,1,0,afternoon,1,1,1,1,16.37,22,MAD-05336
5337,A5338,2025-02-28 02:17:50,30.069471408557497,31.64979386224998,Madinaty,0,1,evening,0,0,0,1,5.51,23,MAD-05337
5338,A5339,2025-03-25 22:37:50,30.07517663712733,31.64738090390893,Madinaty,1,0,evening,1,1,0,0,13.27,21,MAD-05338
5339,A5340,2025-04-22 05:28:50,30.06906392441212,31.644616714926595,Madinaty,1,1,afternoon,0,1,0,0,19.54,21,MAD-05339
5340,A5341,2025-02-15 20:38:50,30.06228527289148,31.65253389177594,Madinaty,1,0,afternoon,1,1,0,0,19.72,4,MAD-05340
5341,A5342,2025-03-10 14:44:50,30.060767485802053,31.65187927003805,Madinaty,1,0,morning,0,1,1,1,9.23,8,MAD-05341
5342,A5343,2025-04-11 05:58:50,30.05866450316428,31.64980882552322,Madinaty,1,1,night,0,0,0,1,11.62,23,MAD-05342
5343,A5344,2025-02-22 20:46:50,30.071568847684528,31.64532420745518,Madinaty,0,0,night,0,1,0,0,5.94,18,MAD-05343
5344,A5345,2025-03-15 08:40:50,30.065883838083888,31.651459912524103,Madinaty,0,0,evening,0,1,1,1,18.1,15,MAD-05344
5345,A5346,2025-03-30 09:58:50,30.07194170677096,31.654027490483884,Madinaty,0,0,evening,0,1,1,0,13.53,2,MAD-05345
5346,A5347,2025-02-22 20:17:50,30.065206488068256,31.64550544066577,Madinaty,0,0,morning,1,1,0,0,10.78,22,MAD-05346
5347,A5348,2025-02-15 13:57:50,30.068417997072515,31.6317128481729,Madinaty,1,0,night,0,0,1,1,6.69,11,MAD-05347
5348,A5349,2025-04-21 02:11:50,30.066242865612107,31.628572509926528,Madinaty,0,1,night,0,1,1,1,19.2,17,MAD-05348
5349,A5350,2025-03-18 07:03:50,30.060462652102483,31.63636215053005,Madinaty,1,0,evening,0,0,1,1,12.95,7,MAD-05349
5350,A5351,2025-03-28 02:20:50,30.06823564912461,31.65293523583017,Madinaty,0,1,evening,0,1,1,1,9.24,8,MAD-05350
5351,A5352,2025-04-05 01:04:50,30.0641781354724,31.640685741773904,Madinaty,0,0,evening,1,0,1,0,10.25,10,MAD-05351
5352,A5353,2025-03-28 17:49:50,30.076359242411662,31.63425408978142,Madinaty,1,1,night,0,0,0,1,9.06,3,MAD-05352
5353,A5354,2025-04-12 19:11:50,30.07460360790811,31.644708744792094,Madinaty,0,0,afternoon,0,0,0,1,14.03,13,MAD-05353
5354,A5355,2025-03-31 09:34:50,30.06821560427225,31.65159972880083,Madinaty,1,0,evening,0,0,0,1,18.95,23,MAD-05354
5355,A5356,2025-02-22 16:12:50,30.060128334840577,31.6503841942204,Madinaty,1,0,evening,1,0,0,1,17.85,17,MAD-05355
5356,A5357,2025-04-06 18:09:50,30.072214549744963,31.64177822513575,Madinaty,1,0,night,1,1,0,0,11.91,13,MAD-05356
5357,A5358,2025-04-05 12:19:50,30.07289718438319,31.652884222843745,Madinaty,1,0,night,1,1,0,0,17.4,19,MAD-05357
5358,A5359,2025-02-24 04:48:50,30.06336556126323,31.646792525527538,Madinaty,0,1,afternoon,1,1,0,1,11.35,22,MAD-05358
5359,A5360,2025-03-23 18:50:50,30.06141828995496,31.63693334123716,Madinaty,0,1,night,1,0,1,1,8.78,9,MAD-05359
5360,A5361,2025-02-24 01:24:50,30.07523209081573,31.634597778930043,Madinaty,0,0,morning,1,1,0,0,19.75,21,MAD-05360
5361,A5362,2025-04-02 10:38:50,30.074678071855445,31.6320256342094,Madinaty,0,0,afternoon,0,0,0,0,9.56,16,MAD-05361
5362,A5363,2025-04-18 22:47:50,30.06474383834473,31.637095515592307,Madinaty,0,1,night,0,0,0,1,9.86,5,MAD-05362
5363,A5364,2025-02-15 11:34:50,30.065405478255546,31.6486234085033,Madinaty,1,1,afternoon,0,1,1,0,19.85,9,MAD-05363
5364,A5365,2025-02-16 01:43:50,30.0616595271301,31.639914769757144,Madinaty,0,0,evening,0,1,0,0,7.01,9,MAD-05364
5365,A5366,2025-02-18 05:28:50,30.06526604557962,31.64656578545103,Madinaty,0,1,night,0,0,0,0,16.41,6,MAD-05365
5366,A5367,2025-03-23 10:13:50,30.0695132949132,31.651073095733075,Madinaty,1,0,morning,1,0,1,0,19.04,21,MAD-05366
5367,A5368,2025-03-04 17:11:50,30.06458829082114,31.628507315126647,Madinaty,1,1,night,1,1,0,1,12.68,10,MAD-05367
5368,A5369,2025-03-14 04:02:50,30.075641288062474,31.630191551559683,Madinaty,1,1,night,0,1,0,0,5.04,18,MAD-05368
5369,A5370,2025-04-11 05:00:50,30.059800830684257,31.64116858397688,Madinaty,0,1,afternoon,0,1,1,0,10.63,11,MAD-05369
5370,A5371,2025-04-07 23:20:50,30.05969808675068,31.652609642370383,Madinaty,0,0,evening,1,1,0,1,6.67,15,MAD-05370
5371,A5372,2025-03-26 22:26:50,30.06186490674554,31.639572994244787,Madinaty,1,1,afternoon,0,0,1,1,11.24,7,MAD-05371
5372,A5373,2025-04-04 02:35:50,30.060361476443937,31.65248985778877,Madinaty,1,0,afternoon,0,1,0,1,16.85,14,MAD-05372
5373,A5374,2025-04-08 19:36:50,30.0735791155778,31.63987459748102,Madinaty,0,0,night,1,1,0,0,11.58,8,MAD-05373
5374,A5375,2025-03-30 06:05:50,30.07407922072437,31.635259244646488,Madinaty,0,1,afternoon,0,1,0,1,11.48,19,MAD-05374
5375,A5376,2025-02-19 22:50:50,30.068703919935256,31.626835448461208,Madinaty,1,1,night,1,0,1,0,13.35,15,MAD-05375
5376,A5377,2025-02-25 01:21:50,30.07392776499242,31.6531527247986,Madinaty,0,0,night,0,0,1,1,13.73,19,MAD-05376
5377,A5378,2025-04-25 01:18:50,30.0613712501236,31.641171379305185,Madinaty,0,1,night,1,0,1,0,17.84,18,MAD-05377
5378,A5379,2025-04-01 09:48:50,30.06473462959721,31.650192548173337,Madinaty,1,0,morning,0,0,0,1,9.63,17,MAD-05378
5379,A5380,2025-03-30 15:44:50,30.07380808384378,31.642628332717287,Madinaty,0,0,morning,1,1,0,1,17.33,3,MAD-05379
5380,A5381,2025-04-06 01:03:50,30.06318762451728,31.65334135841716,Madinaty,0,1,morning,0,0,1,0,13.49,3,MAD-05380
5381,A5382,2025-02-23 13:01:50,30.059067882545538,31.63624801369277,Madinaty,1,0,evening,1,1,1,1,9.51,7,MAD-05381
5382,A5383,2025-03-30 12:00:50,30.076954406137773,31.65055292897574,Madinaty,0,1,afternoon,0,1,0,1,9.43,10,MAD-05382
5383,A5384,2025-02-24 08:43:50,30.067951474584785,31.64742816098916,Madinaty,0,0,afternoon,1,1,0,1,10.42,17,MAD-05383
5384,A5385,2025-02-23 11:35:50,30.060898116257476,31.637601489246894,Madinaty,1,1,night,0,1,0,1,14.34,15,MAD-05384
5385,A5386,2025-03-11 21:57:50,30.06684390056397,31.62676540978902,Madinaty,1,0,night,0,0,0,1,8.46,8,MAD-05385
5386,A5387,2025-03-22 09:03:50,30.06239144008199,31.63936898546141,Madinaty,0,0,evening,0,0,1,0,18.81,17,MAD-05386
5387,A5388,2025-04-07 18:49:50,30.064313177547444,31.62773693724775,Madinaty,0,0,evening,0,0,0,0,13.62,3,MAD-05387
5388,A5389,2025-04-01 06:04:50,30.06235617395205,31.642405468477207,Madinaty,1,1,evening,0,1,0,1,18.8,4,MAD-05388
5389,A5390,2025-02-23 03:48:50,30.07659197353088,31.64066901041359,Madinaty,0,1,night,1,1,0,1,5.7,8,MAD-05389
5390,A5391,2025-03-11 18:44:50,30.059726330207564,31.64248654928148,Madinaty,0,1,afternoon,1,1,0,0,10.14,13,MAD-05390
5391,A5392,2025-03-16 01:38:50,30.06812674334723,31.646655737675687,Madinaty,0,0,evening,1,1,0,0,5.34,1,MAD-05391
5392,A5393,2025-04-21 20:23:50,30.06395767511861,31.63631046984693,Madinaty,0,1,evening,0,1,0,1,9.08,18,MAD-05392
5393,A5394,2025-04-05 19:57:50,30.075477421628243,31.63879976424336,Madinaty,1,1,morning,0,0,0,0,17.93,11,MAD-05393
5394,A5395,2025-04-11 04:19:50,30.06120690882825,31.628015434122617,Madinaty,1,1,morning,1,1,1,1,5.55,21,MAD-05394
5395,A5396,2025-02-19 00:26:50,30.068601032279748,31.641000169287715,Madinaty,1,0,night,0,0,1,1,11.54,6,MAD-05395
5396,A5397,2025-02-22 01:58:50,30.07213194302667,31.62641571763548,Madinaty,1,0,afternoon,1,1,1,1,6.76,16,MAD-05396
5397,A5398,2025-03-11 16:44:50,30.07217096224687,31.64841848445577,Madinaty,1,0,evening,0,1,0,1,11.25,21,MAD-05397
5398,A5399,2025-02-22 14:41:50,30.072916694379828,31.64427907515171,Madinaty,1,0,afternoon,1,0,1,0,17.58,19,MAD-05398
5399,A5400,2025-04-07 15:09:50,30.065416450683852,31.653889403488943,Madinaty,1,1,night,0,0,0,0,14.35,23,MAD-05399
5400,A5401,2025-04-20 03:05:50,30.066311147834835,31.635501101183625,Madinaty,1,1,night,0,1,0,0,16.05,17,MAD-05400
5401,A5402,2025-02-19 23:10:50,30.0686653466076,31.650678052909832,Madinaty,0,0,morning,1,1,0,1,10.24,18,MAD-05401
5402,A5403,2025-03-31 21:11:50,30.06880909957217,31.627484802677603,Madinaty,0,1,evening,1,1,0,0,19.17,11,MAD-05402
5403,A5404,2025-04-09 22:10:50,30.06693580397422,31.62820394827326,Madinaty,0,0,night,0,1,1,1,15.64,14,MAD-05403
5404,A5405,2025-03-22 04:52:50,30.064590886327743,31.628004904247376,Madinaty,0,1,afternoon,1,0,0,1,11.33,12,MAD-05404
5405,A5406,2025-04-10 12:11:50,30.07486431794465,31.629755289244937,Madinaty,1,0,evening,0,1,0,0,11.4,20,MAD-05405
5406,A5407,2025-03-20 14:44:50,30.06463929953364,31.642518264193846,Madinaty,1,1,afternoon,0,0,1,1,18.78,7,MAD-05406
5407,A5408,2025-02-18 11:12:50,30.069197001899813,31.63335679721008,Madinaty,1,1,night,1,1,1,1,13.65,17,MAD-05407
5408,A5409,2025-04-02 22:35:50,30.069751380478458,31.62897078552046,Madinaty,1,0,morning,0,0,1,1,15.6,5,MAD-05408
5409,A5410,2025-03-11 09:43:50,30.075415363831443,31.65233006137569,Madinaty,1,0,afternoon,1,0,0,0,11.26,22,MAD-05409
5410,A5411,2025-03-06 15:34:50,30.073656649477236,31.633857913518003,Madinaty,1,1,morning,0,1,1,1,8.36,14,MAD-05410
5411,A5412,2025-03-12 18:58:50,30.064046857426497,31.62939242085076,Madinaty,1,1,morning,1,0,0,0,15.85,13,MAD-05411
5412,A5413,2025-04-20 06:35:50,30.07343269769011,31.654448317059508,Madinaty,0,1,morning,1,1,0,1,14.12,12,MAD-05412
5413,A5414,2025-02-18 18:44:50,30.065781632236643,31.634540960399452,Madinaty,0,1,morning,0,0,1,0,12.52,14,MAD-05413
5414,A5415,2025-03-04 01:04:50,30.07236536098753,31.65139119902889,Madinaty,0,0,night,1,1,1,1,14.36,9,MAD-05414
5415,A5416,2025-04-14 07:48:50,30.070754971496648,31.64190850989453,Madinaty,1,1,night,0,0,1,0,8.12,4,MAD-05415
5416,A5417,2025-02-26 06:43:50,30.063307457738265,31.635440249098824,Madinaty,0,1,night,0,1,0,0,16.91,22,MAD-05416
5417,A5418,2025-04-07 02:28:50,30.07149448054104,31.6309703000876,Madinaty,0,1,evening,0,1,0,1,19.22,19,MAD-05417
5418,A5419,2025-04-18 13:33:50,30.058683324589712,31.64095392317081,Madinaty,1,1,morning,0,0,0,1,18.37,1,MAD-05418
5419,A5420,2025-03-19 20:08:50,30.06851862829936,31.631562311916184,Madinaty,0,0,evening,1,0,0,1,9.82,13,MAD-05419
5420,A5421,2025-03-28 19:35:50,30.0667097302471,31.642342476833544,Madinaty,1,1,night,1,0,0,1,11.09,6,MAD-05420
5421,A5422,2025-02-21 01:36:50,30.069624943860177,31.633601605938683,Madinaty,1,1,morning,0,0,0,0,17.13,1,MAD-05421
5422,A5423,2025-03-20 14:07:50,30.07696692808353,31.64689001655201,Madinaty,0,1,night,1,1,1,1,13.93,22,MAD-05422
5423,A5424,2025-02-28 04:23:50,30.07569091386052,31.63508433277563,Madinaty,0,1,morning,1,0,0,0,13.22,17,MAD-05423
5424,A5425,2025-03-03 21:38:50,30.06696970974639,31.65126750548224,Madinaty,0,0,evening,0,1,1,1,18.9,3,MAD-05424
5425,A5426,2025-03-02 23:17:50,30.070086605223462,31.64624275379896,Madinaty,0,0,evening,0,0,1,0,13.04,17,MAD-05425
5426,A5427,2025-04-08 13:54:50,30.06545316779718,31.62935347949064,Madinaty,1,0,morning,0,1,1,0,12.72,2,MAD-05426
5427,A5428,2025-03-19 10:22:50,30.0626178550082,31.6486575346924,Madinaty,1,1,morning,0,1,1,0,5.63,22,MAD-05427
5428,A5429,2025-03-20 10:37:50,30.061444393840542,31.65293389386621,Madinaty,0,1,night,1,1,1,1,6.04,7,MAD-05428
5429,A5430,2025-04-02 12:27:50,30.060956158722465,31.62762725886407,Madinaty,0,1,evening,0,1,0,1,5.11,1,MAD-05429
5430,A5431,2025-02-28 03:05:50,30.0596214905444,31.646123268473048,Madinaty,0,1,morning,0,0,0,0,18.7,21,MAD-05430
5431,A5432,2025-04-03 18:24:50,30.074456356683825,31.63785063740273,Madinaty,1,1,afternoon,1,0,0,0,11.13,22,MAD-05431
5432,A5433,2025-02-18 23:18:50,30.068042183978903,31.644400581634724,Madinaty,0,0,night,1,1,0,0,12.03,15,MAD-05432
5433,A5434,2025-04-21 20:08:50,30.064648734400222,31.62869306877862,Madinaty,1,1,night,1,0,1,0,17.68,4,MAD-05433
5434,A5435,2025-02-18 05:42:50,30.064949859435224,31.6320886884589,Madinaty,1,1,night,0,0,1,0,14.14,6,MAD-05434
5435,A5436,2025-02-23 04:32:50,30.05960530821593,31.626359936593524,Madinaty,1,1,night,1,1,1,1,14.14,21,MAD-05435
5436,A5437,2025-03-01 00:48:50,30.0613421840015,31.63676375317291,Madinaty,1,1,evening,0,0,0,0,9.45,13,MAD-05436
5437,A5438,2025-02-18 22:44:50,30.074527877915585,31.640927609321807,Madinaty,1,0,evening,1,0,0,1,17.51,23,MAD-05437
5438,A5439,2025-03-08 03:06:50,30.07501060711696,31.6421132289382,Madinaty,0,1,afternoon,1,0,0,1,7.49,13,MAD-05438
5439,A5440,2025-04-08 12:26:50,30.074105135212243,31.63418446653157,Madinaty,0,0,evening,1,1,0,1,5.8,20,MAD-05439
5440,A5441,2025-03-23 04:46:50,30.070581342905932,31.649234948711605,Madinaty,1,0,afternoon,0,0,1,0,7.87,1,MAD-05440
5441,A5442,2025-03-26 00:19:50,30.066815695672773,31.65179341017385,Madinaty,1,0,morning,0,1,1,0,9.02,2,MAD-05441
5442,A5443,2025-03-08 17:31:50,30.059822481197983,31.63474214726748,Madinaty,1,0,night,0,0,0,0,9.23,6,MAD-05442
5443,A5444,2025-02-18 17:09:50,30.07565864252454,31.633372932479404,Madinaty,0,0,afternoon,0,0,0,0,15.06,11,MAD-05443
5444,A5445,2025-04-23 08:38:50,30.07677305892869,31.65030101219603,Madinaty,0,0,afternoon,0,0,1,1,8.27,18,MAD-05444
5445,A5446,2025-04-03 17:45:50,30.07599649390985,31.635082458488,Madinaty,0,0,evening,1,1,1,1,15.15,13,MAD-05445
5446,A5447,2025-04-04 18:41:50,30.06263000381947,31.62639725845443,Madinaty,1,0,night,0,1,1,1,6.37,21,MAD-05446
5447,A5448,2025-04-22 18:59:50,30.06287971031591,31.642925279618748,Madinaty,1,1,afternoon,1,0,1,0,7.21,12,MAD-05447
5448,A5449,2025-04-19 13:45:50,30.07524259933082,31.639799666116797,Madinaty,0,0,evening,1,1,0,0,12.63,20,MAD-05448
5449,A5450,2025-03-06 21:24:50,30.07568333634918,31.648202038678768,Madinaty,1,1,night,0,0,1,0,18.83,7,MAD-05449
5450,A5451,2025-04-04 14:52:50,30.065357279071502,31.63587751739185,Madinaty,1,1,morning,1,1,1,0,17.89,20,MAD-05450
5451,A5452,2025-03-07 10:04:50,30.064442287486028,31.634723799588546,Madinaty,0,1,night,0,1,1,0,19.53,7,MAD-05451
5452,A5453,2025-03-20 01:04:50,30.074982728302054,31.63462498098265,Madinaty,1,0,night,0,0,1,0,14.76,7,MAD-05452
5453,A5454,2025-02-17 19:53:50,30.070781752560883,31.6469351472682,Madinaty,1,0,night,1,0,0,1,15.14,2,MAD-05453
5454,A5455,2025-03-27 03:52:50,30.06588526448662,31.63219901503513,Madinaty,1,1,morning,1,0,0,1,14.38,11,MAD-05454
5455,A5456,2025-04-11 10:12:50,30.062684325124224,31.646223102274927,Madinaty,1,1,afternoon,0,0,0,0,14.34,1,MAD-05455
5456,A5457,2025-02-22 10:57:50,30.0616891160847,31.627205493420856,Madinaty,1,1,evening,1,1,0,1,7.21,21,MAD-05456
5457,A5458,2025-04-08 11:23:50,30.067814912132437,31.64287228455857,Madinaty,0,0,morning,0,1,0,1,13.16,13,MAD-05457
5458,A5459,2025-04-07 04:39:50,30.071267265447208,31.652126071076,Madinaty,0,1,night,1,1,0,1,10.79,12,MAD-05458
5459,A5460,2025-04-10 23:01:50,30.070252674251844,31.63588159073168,Madinaty,1,0,afternoon,1,0,1,1,11.64,13,MAD-05459
5460,A5461,2025-03-28 22:13:50,30.06245102287448,31.626381936684364,Madinaty,1,0,morning,1,0,1,0,12.85,7,MAD-05460
5461,A5462,2025-04-24 11:19:50,30.06695699852225,31.63058784576669,Madinaty,0,1,night,1,1,1,1,6.93,12,MAD-05461
5462,A5463,2025-03-21 06:01:50,30.062606014692054,31.62699302632242,Madinaty,0,1,afternoon,1,0,1,0,10.39,17,MAD-05462
5463,A5464,2025-02-22 01:06:50,30.07196034943472,31.651591097194444,Madinaty,1,1,afternoon,1,1,0,0,5.95,8,MAD-05463
5464,A5465,2025-04-07 05:51:50,30.069588719075472,31.64281289758877,Madinaty,0,0,afternoon,0,1,1,1,19.7,3,MAD-05464
5465,A5466,2025-04-11 22:26:50,30.07710957295132,31.64567403937604,Madinaty,1,0,morning,0,1,0,0,6.78,7,MAD-05465
5466,A5467,2025-02-23 17:10:50,30.071657001347777,31.64643626363482,Madinaty,0,0,night,1,1,1,1,8.88,19,MAD-05466
5467,A5468,2025-02-20 19:29:50,30.066490929523745,31.63926075518552,Madinaty,0,0,night,1,1,1,0,18.37,20,MAD-05467
5468,A5469,2025-03-10 17:05:50,30.069899965063644,31.636369738774828,Madinaty,1,1,morning,1,0,1,0,12.24,8,MAD-05468
5469,A5470,2025-03-09 07:17:50,30.061521127527683,31.62897289340481,Madinaty,0,0,evening,1,0,0,1,7.03,14,MAD-05469
5470,A5471,2025-03-31 03:53:50,30.074787716801392,31.64689295498694,Madinaty,1,0,afternoon,0,0,1,1,10.76,14,MAD-05470
5471,A5472,2025-03-18 01:24:50,30.062117406731417,31.652657909930483,Madinaty,1,0,evening,0,1,0,0,6.74,2,MAD-05471
5472,A5473,2025-03-12 16:37:50,30.060079694689595,31.64233439119493,Madinaty,1,1,evening,0,1,0,1,8.0,6,MAD-05472
